3304500	8219,4931,17228,25169,3804,24461,29099
3310750	24083,14952,23774
3317500	7105
3344750	1771,11022,8805,27427,3313,28524
3350250	18736,3409,3384,25420,1672
3363000	18868,15315
3511000	14020,19651,13020
3520000	1700,28065,9563,7105,23409
3524750	4808,26871,4491
3549000	5184
3581250	28411
3590000	28924,7567
3625250	21372
3644250	14661,4381,7230,17781
3675000	14292,15024
371250	25596
3719250	4960
3742000	23656,13020
3751500	23284,20300,10193,28411
3787750	26969
3795000	29099
3799500	21768
380000	14174,12329,1773,5620
38250	14265,10051
3846250	16722,11679,15584,8719
3849750	9549
3895750	5469,12933,12475
3903500	1392,15514
3913250	5845,13240
393250	22306,20154,13093
3952000	4648,21844,2128,13998,25917,29099
3963750	12977,3590,4949,11176
3977750	13975,21869
4037500	14523
4047000	7208,29446,3983
4054000	20121
4059500	16463,12159
4063000	19974
4073250	17153,27415,22836
4115500	6731,14470
4133750	25372
4153000	22621,26523,21865,17835,14942
415500	23164
4184250	241,4949
418500	15138
4195500	18097,9802
4215750	9340,26127,11391,21085,15302
4256000	3324,17771
4257000	27625
4259500	11018,29099
4304250	16846,24929,7868,679,10999
4317250	15159
434750	19973,4571,19394,6104
4370750	15638,23628
4376250	28368,8689,27407,21225
439000	26404
4454500	15019,26699,27117
4475750	20536,19113,13592,4949,3719,23774,259,20551,2227
448250	15911
4503500	11936
452750	15638,24392,14796
4533750	10908
4547500	8257
4625750	14482,11734,29197,17945,22749,26000,24471,24869,22321,17882,10570,1000
4631250	20896,29099
4658500	17453
4680000	16463
4712250	20902,18388
4716750	29202,13784,2963,8511
472000	25333,23584,6211,3515
4770500	5797,20297,4808,2610
4782250	9658,27791,10778,5724
4809000	22211
4809750	23884
4844000	28362,5598,7868
4850000	12512,614
4853750	25596
4876750	11431,11378,949
4895250	1335
4902250	8207
4907500	11196,11060,5712,8775,6374,8965
4922750	18013,2669
4963500	15534,16572,21092,18002
4967250	28391
5011500	23779,6219,20180,13749
5012750	1335,8799,2208,11196,10893,13020,14818,5043,5053
5024500	21110,13888,9802
5037000	27791,7868,14796,27508
5078750	10329,23071,7260,25329,23628,14596
5108000	14020,4254,23628
5110750	1739,8414,3324,25793
5143250	23549,20411
5155750	14661
5170500	17581,6096
5226250	8689,24669
5238000	21833
5248750	28924,27035
5254500	21672,25488,15478,24601,12717,7868
5256500	614
5261000	11000,24788
5279750	2368
528250	155,2963,8693
5293250	3995
5336750	11000
5354000	10014
5407750	16373
5440500	17945,25272
5440750	14853,19862,20045,25029
5491500	25989,20803
5539250	155,24258,11983,8689,18075,7868
563500	10778,23928
5642000	10840
5654000	4571,5896
5655250	3702,11196
5693000	21899
5726500	13779,23465
573000	18868,19615
5742000	25248,22307
5751500	25488,11679,24878,19680,5336
5754500	14020,23214,14784,10282,28752,25618
5769750	2455,26614,143
5780000	27257,15315,11022,2173,17061,471,1000
5812000	2683
5828250	4808,9031
5847500	29505,21865,28504
5865750	11652,3228,4238
5898500	23433,7105
5901250	14575,12606
5915250	15138
5952250	5094
5959000	4078
5962750	5803,5151,16800,9640
5968250	16406,13097
599750	12285,20297
5999000	26523,10908
6003750	26618,4750,10726,12285,23628,5053,7737,7868
6099250	13244
6126750	25117,25169,15019
6150750	17429,15831,4835
6155250	27653,4220,5015
620500	10646,21840,934
621500	6326
6233750	10678
6234000	21372,12438,16463,17020
6247250	25618,15814
6257000	23628,14795,12285,22749,11849,16540,21071,23563
6258500	12068
6266000	4939,23774
6272000	2803,12055,17400
6299000	25830
6301250	11543,8689,14292,14942,574
6334000	10627
6380000	20327
6400000	20551,2600,2452
6412250	15159,13354,7260
6412750	12666,7208,3719
6458250	27205,23475,22280,7692
6497000	7927
65500	29202,21840
6564500	12977,11176,21950
6571000	27052,4254
6571750	5661,16540,155
6572500	29099
6619500	21067
6634500	6571
6683750	5267,17945,29551,10169
6694750	3151,23007,18730
6713250	2367,24344,1758,16768
6766250	9109
6780500	10893,25676
6807250	10646,22393,5712
6848000	24601,23622,26619
6848750	21336
6852750	27906,7208,4949
6872750	20393
6874250	14265,12747,11080,13483,12168
6897000	18544,7626,24177
6900500	6805
6904000	9111
691500	27912,29445,14554,8764,23013,14498,28641,239,20661,15390,6080
6921750	19197
69500	10646,15315,18730
6957500	12754,1065,27448,22029
6996000	13754
6998500	201
7003500	25090,11196
7016500	26546
7103000	23662,15019,12586,15423
711500	26722
7143250	24281,28641,22087,23896
7163250	26595,20154
7184500	10193,7868
7190750	27791,14526,9413
7218000	10702,22317,18630
725000	20902,17835
7269250	26180
7269750	19475
7306250	4691,22359
731750	9195,7692
7322250	23861
7323750	27019
7367000	13607,143,21336,17945,11083,20297
7375000	11201,11857
7435500	7975
745750	24869,21071
746000	21865,6571,155,7105
7476250	29099
7545250	14381
7568750	12285
7588000	7105
7600250	24869,3228
764000	18990
7657250	29445,2043
7687500	13853,28625,619,3787,5369,14498,12182,19574,6737,12364,16453,14603,7868
7699500	1546,13592,23698,9802,26127,5848
7703750	18730,18868,22908,527,8278,7542,18075,3651
7715000	11790,24978
776750	12717,26699
7785250	11790
7854500	7552,527,4949
7892000	1530
791500	16606,10329,24831,14712,8738,20297,21050,23492
7927750	15065
799000	3555,25839,24553,29099
8040000	11018,13872,15138,12994,17084,23285,239
8049000	17664,1704,20979,3850,4582
8060000	19882,18024
8070000	29197
8072250	19036
8096750	22077,28641
8102000	768
8111500	12790,11018
8123500	1591
8129250	16323,28617
8145500	21883,18124
8149250	11679
8156500	6447,19974,4078,6951
8160750	17641,3958,15308,18529
8163500	18868
8170750	1966
8195000	8943,11080,21672
8216500	3746,14159,25308
8216750	24281
8243500	24869,4931
8280500	19,16674,17972
8314250	25933,27618,4626,11196
8324500	9848
83250	1731,21238,7624,7989,28885,25753,8769,6174
8353250	27205,12285
8435250	18730,23896
847750	28169,21684,18024,12728
848500	259,7286,23628
8523250	25500,7827
8528750	15315
8529750	9702
8555500	25372
8573000	28049
861750	23284
8617500	28270,26619,27625
8628250	28481,20979
8701250	1884
8702500	23779,8257
8757750	24601,26288
8799750	12018,20826
8822250	18013,17483
8845250	17214,22484,16722,23928,554
8909750	15681,24054,22342
8910750	26614,11330,29078
892500	10306
8940500	251,13784
8949750	16818,17438,21962
9035750	18544,17977,17732,18024,27052,25618
9039750	1293,14580
9069000	19937,15302,28017,22393,11456,24534,3677
9076750	18575,17748
9079500	4691,7208,25272,11022,15741,27314,24447,7868
9121750	21838,15946,19974
9123500	14694,15138,20846,3433,2610
9163000	23475,6571
9173750	16540,13784
9179500	17629,27637,12220
9199500	24969,29099
9215000	8651,14294
9244000	13442
9288000	11328
9351750	17921,28930,14580
9352750	28759,18075,17133
9394250	19014,29203,14894,17087
9394500	29472,26712,14533,14588,29099,16540,8965
9436000	504
9437500	7208,15718
9512750	19903,4239,27205
9513250	20800
9586500	24601,8860
9628250	18024
9651250	26754,1598
965500	26378
9671750	26722
9685000	3185,17032
9706000	742,9612,22094,13765,849,23340,29099,6740,20297,25933,12168,6364
9716500	28065,6908
9720000	13830
9782000	7248
9782500	6352
9802000	5883,24601
981000	14020,14153
9842500	25086,10908,7380,19048
9906500	23656,8689,155,28411
